siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 06:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 06:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 06:00",18
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 06:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 06:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 07:00",19
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 07:00",0.8
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 07:00",0.48
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 07:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 07:00",19
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 07:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 08:00",22
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 08:00",1.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 08:00",0.55
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 08:00",20
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 08:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 08:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 09:00",1.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 09:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 09:00",19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 09:00",15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 09:00",27
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 09:00",0.45
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 10:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 10:00",0.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 10:00",0.5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 10:00",26
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 10:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 10:00",21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 11:00",18
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 11:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 11:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 11:00",20
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 11:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 11:00",0.44
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 12:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 12:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 12:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 12:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 12:00",20
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 12:00",0.35
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 13:00",0.31
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 13:00",0.4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 13:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 13:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 13:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 13:00",21
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 14:00",0.24
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 14:00",0.1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 14:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 14:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 14:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 14:00",28
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 15:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 15:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 15:00",0.24
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 15:00",32
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 15:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 15:00",13
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 16:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 16:00",0.23
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 16:00",36
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 16:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 16:00",11
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 16:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 17:00",0.7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 17:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 17:00",13
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 17:00",2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 17:00",34
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 17:00",0.33
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 18:00",0.7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 18:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 18:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 18:00",1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 18:00",39
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 18:00",0.27
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 19:00",0.7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 19:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 19:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 19:00",2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 19:00",44
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 19:00",0.23
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 20:00",0.22
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 20:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 20:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 20:00",1
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 20:00",44
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 20:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 21:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 21:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 21:00",7
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 21:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 21:00",47
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 21:00",0.3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 22:00",46
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 22:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 22:00",0.19
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 22:00",1
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 22:00",7
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 22:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-12 23:00",48
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-12 23:00",0.15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-12 23:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-12 23:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-12 23:00",2
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-12 23:00",0.5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 00:00",6
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 00:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 00:00",0.16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 00:00",46
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 00:00",1
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 00:00",7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 01:00",0.16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 01:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 01:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 01:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 01:00",46
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 01:00",0.8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 02:00",0.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 02:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 02:00",4
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 02:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 02:00",46
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 02:00",0.15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 03:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 03:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 03:00",0.15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 03:00",46
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 03:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 03:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 04:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 04:00",0.9
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 04:00",0.15
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 04:00",45
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 04:00",3
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 04:00",5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 05:00",0.17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 05:00",0.6
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 05:00",44
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 05:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 05:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 05:00",0
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 06:00",1.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 06:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 06:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 06:00",5
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 06:00",40
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 06:00",0.24
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 07:00",1.9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 07:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 07:00",12
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 07:00",4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 07:00",36
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 07:00",0.32
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 08:00",3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 08:00",0
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 08:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 08:00",1.3
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 08:00",38
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 08:00",0.34
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 09:00",1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 09:00",0.34
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 09:00",35
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 09:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 09:00",14
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 09:00",x
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 10:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 10:00",0.38
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 10:00",32
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 10:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 10:00",15
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 10:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 11:00",14
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 11:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 11:00",0.37
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 11:00",35
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 11:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 11:00",4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 12:00",0.26
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 12:00",x
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 12:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 12:00",x
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 12:00",11
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 12:00",x
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 13:00",0.27
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 13:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 13:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 13:00",0.3
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 13:00",17
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 13:00",46
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 14:00",57
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 14:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 14:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 14:00",0.5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 14:00",16
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 14:00",0.22
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 15:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 15:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 15:00",0.19
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 15:00",62
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 15:00",12
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 15:00",5
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 16:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 16:00",0.3
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 16:00",0.18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 16:00",57
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 16:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 16:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 17:00",3
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 17:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 17:00",0.2
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 17:00",54
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 17:00",15
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 17:00",5
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 18:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 18:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 18:00",0.21
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 18:00",48
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 18:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 18:00",2
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 19:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 19:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 19:00",0.22
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 19:00",50
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 19:00",13
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 19:00",4
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 20:00",8
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 20:00",0.1
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 20:00",0.24
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 20:00",49
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 20:00",16
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 20:00",4
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 21:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 21:00",9
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 21:00",24
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 21:00",43
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 21:00",0.28
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 21:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 22:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 22:00",0.5
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 22:00",0.4
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 22:00",31
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 22:00",25
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 22:00",16
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-13 23:00",15
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-13 23:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-13 23:00",0.38
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-13 23:00",27
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-13 23:00",22
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-13 23:00",10
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 00:00",19
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 00:00",0.7
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 00:00",0.42
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 00:00",30
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 00:00",18
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 00:00",9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 01:00",17
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 01:00",0.41
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 01:00",16
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 01:00",0.8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 01:00",30
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 01:00",17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 02:00",0.6
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 02:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 02:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 02:00",25
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 02:00",18
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 02:00",0.33
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 03:00",0
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 03:00",0.26
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 03:00",22
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 03:00",21
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 03:00",10
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 03:00",7
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 04:00",0
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 04:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 04:00",8
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 04:00",16
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 04:00",24
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 04:00",0.24
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 05:00",0.3
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 05:00",11
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 05:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 05:00",25
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 05:00",10
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 05:00",0.41
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 06:00",0.9
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 06:00",8
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 06:00",17
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 06:00",31
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 06:00",11
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 06:00",0.42
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 07:00",0.48
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 07:00",9
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 07:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 07:00",20
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 07:00",12
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 07:00",0.4
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 08:00",0.52
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 08:00",7
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 08:00",16
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 08:00",18
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 08:00",13
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 08:00",0
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 09:00",11
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 09:00",0.6
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 09:00",0.6
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 09:00",26
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 09:00",22
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 09:00",17
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 10:00",0.2
17,桃園,桃園市,2,一氧化碳,CO,ppm,"2026-06-14 10:00",0.43
17,桃園,桃園市,3,臭氧,O3,ppb,"2026-06-14 10:00",14
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 10:00",14
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 10:00",17
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 10:00",9
17,桃園,桃園市,1,二氧化硫,SO2,ppb,"2026-06-14 11:00",0.2
17,桃園,桃園市,33,細懸浮微粒,PM2.5,μg/m3,"2026-06-14 11:00",6
17,桃園,桃園市,7,二氧化氮,NO2,ppb,"2026-06-14 11:00",15
17,桃園,桃園市,4,懸浮微粒,PM10,μg/m3,"2026-06-14 11:00",18
